,screen_name,OriginalAuthor,Type
4729,STForeignDesk,STForeignDesk,Original
6694,STForeignDesk,STForeignDesk,Original
1556,SWCCEM,Harlan,RT
384,SWFLib,funder,RT
3058,SYMMETRY_11,FoxNews,RT
6564,S_Cooper0404,S_Cooper0404,Original
4543,S_T_O_P_TERROR,RealNewsLine,RT
6596,SabineResists,SabineResists,Original
727,SadSadGayle,SenGillibrand,RT
2329,Sadwings51,funder,RT
2664,SafeInTheArms,SafeInTheArms,Original
3999,SahilcdesaiC,eangelina64,RT
393,SaintBakhita,B75434425,RT
3996,Saintsfan5348,Saintsfan5348,Original
2534,SaldanaAustinTX,WeAreUnidosUS,RT
1623,Sally_ThatGurl,funder,RT
5027,SalvaG,IvankaTrump,RT
971,Sam102B,wokeluisa,RT
4967,Sam53196033,TuckerCarlson,RT
4458,SamanthaJFloyd,elizabethforma,RT
1261,Samarino1776,B75434425,RT
4829,SamhainNight,EzraBridger2018,RT
4933,SammyShe7,FoxNews,RT
1981,Sammysgranny,JW4Resistance,RT
1637,SandonLeeJacobs,SandonLeeJacobs,Original
1274,SandraKayWard5,FoxBusiness,RT
6345,SandraTXAS,SandraTXAS,Original
5768,SandraTXAS,SandraTXAS,Original
6128,SandraTXAS,SandraTXAS,Original
3010,Sanjay_Uppal,Sanjay_Uppal,Original
710,SaraLuvsPuppies,B75434425,RT
5157,SaraPatsSox,tedlieu,RT
3185,SarahBrokaw,elizabethforma,RT
976,SarahJane2375,TrumpTheHill,RT
1726,SarahKat001,SarahKat001,Original
4866,SareyGamp,tedlieu,RT
3114,SaryBerry22133,jennyyangtv,RT
5055,SatindiDotCom,Tokerwaredotcom,RT
1687,SatzNina,leahmcelrath,RT
6066,SaveMyCare,SaveMyCare,Original
3442,SaveTheseDogs,SaveTheseDogs,Original
2381,Save_Whitey,Save_Whitey,Original
5662,Save_Whitey,Save_Whitey,Original
6654,SavingAmerica4U,SavingAmerica4U,Original
3852,SayNo2Globalism,Gr8AmericanMvmt,RT
4742,SayantanDasGup4,RoKhanna,RT
5630,SaysHummingbird,SaysHummingbird,Original
175,Sb_thejedi,RepSwalwell,RT
5671,Scaramucci,Scaramucci,Original
5721,Scaramucci,Scaramucci,Original
5674,Scavino45,Scavino45,Original
6644,Scavino45,Scavino45,Original
5716,Scavino45,Scavino45,Original
5668,Scavino45,Scavino45,Original
6169,Scavino45,Scavino45,Original
6797,Scavino45,Scavino45,Original
6758,Scavino45,Scavino45,Original
1989,Schmiechi1617,ForTrump,RT
197,SchmoopyWoopy,de_foole,RT
2134,SchwierLinda,astralleaks2,RT
242,SciFiReport,SciFiReport,Original
4019,ScottLeelon,WhiteHouse,RT
6144,ScottPresler,ScottPresler,Original
5362,ScottPresler,ScottPresler,Original
1878,ScottSwartz11,ScottSwartz11,Original
1157,ScoutDrayton,Ig_Bricker,RT
72,Scow0857,Scow0857,Original
5486,SearsAl,SearsAl,Original
3081,Seattle1227,FoxNews,RT
4057,SeattleWong,SeattleWong,Original
2083,Seattlegal20,Seattlegal20,Original
1320,SebastianGotze1,FoxNews,RT
6613,SecShulkin,SecShulkin,Original
2992,SecondHandMaMa1,KaniJJackson,RT
5986,SecretaryCarson,SecretaryCarson,Original
6104,SecretaryRoss,SecretaryRoss,Original
4015,Seeds81Planting,nzo11,RT
6676,SeleeAndrew,SeleeAndrew,Original
3084,Selena_Torres_8,NewsHour,RT
5823,SenBlumenthal,SenBlumenthal,Original
5941,SenBooker,SenBooker,Original
5400,SenGillibrand,SenGillibrand,Original
5325,SenGillibrand,SenGillibrand,Original
5787,SenMarkey,SenMarkey,Original
5379,SenSchumer,SenSchumer,Original
5973,SenSchumer,SenSchumer,Original
5956,SenSchumer,SenSchumer,Original
5667,SenSchumer,SenSchumer,Original
5792,SenToddYoung,SenToddYoung,Original
391,SenTylerSmith,wokeluisa,RT
5360,SenWarren,SenWarren,Original
6233,SenWarren,SenWarren,Original
5593,Sen_JoeManchin,Sen_JoeManchin,Original
5822,SenateDems,SenateDems,Original
5836,SenateDems,SenateDems,Original
5832,SenateDems,SenateDems,Original
6661,SenatorCardin,SenatorCardin,Original
6719,SenatorDurbin,SenatorDurbin,Original
5350,SenatorDurbin,SenatorDurbin,Original
5866,SenatorHassan,SenatorHassan,Original
248,Senor_GoHard,Senor_GoHard,Original
2610,SenterClub,crazypastor,RT
4648,Serpentine202,tedlieu,RT
1990,SesslarMark,SandraTXAS,RT
6599,SethAbramson,SethAbramson,Original
6031,SethAbramson,SethAbramson,Original
6194,SethAbramson,SethAbramson,Original
3259,SevereSociety,kharyp,RT
994,SevernAmber,funder,RT
2529,SevernAmber,TheDailyEdge,RT
3036,SexyJairBear,JeremyJahns,RT
396,SexySag67,funder,RT
6045,ShaaaaaNaNa,ShaaaaaNaNa,Original
3816,ShaktiLila,DianeToucan,RT
4511,Shannonvmd,tedlieu,RT
3846,ShapeWomanTHEMA,PattyMurray,RT
3611,ShariDeniseLog1,RedTRaccoon,RT
856,Sharon36080411,B75434425,RT
1897,Sharon84596689,Sharon84596689,Original
132,SharonD480785,B75434425,RT
3514,SharonOdom61,youbenoteworthy,RT
182,SharonW4510,wokeluisa,RT
1887,SharonWillow54,EdanClay,RT
781,Sharonapple123,AlGiordano,RT
1441,Sharouny,WhiteHouse,RT
6804,SharplyRight,SharplyRight,Original
4743,SharynJones10,MAHAMOSA,RT
1596,ShawnDonahue4,PamelaGeller,RT
1362,SheahanFelicia,bellvisuals,RT
6324,ShebaTurk,ShebaTurk,Original
1958,SheepleResist,SheepleResist,Original
3894,Sheilamgall,AlGiordano,RT
2493,Shelby14_02,The_Trump_Train,RT
2234,ShelbyJak2017,lfkraus,RT
3392,ShellyLBell,LVNancy,RT
2777,SheraDemeismoo3,syeddoha,RT
5868,ShereeNurse,ShereeNurse,Original
202,SheriB1957,B75434425,RT
5525,Sheri_Hischild,Sheri_Hischild,Original
4010,SherpaStahley,clivebushjd,RT
2324,SherriAuvigne,funder,RT
2313,SherriKuczeryk,TheDailyEdge,RT
5161,Sherry68856037,WhiteHouse,RT
533,SherryGraney,funder,RT
2465,SherryMercer100,B75434425,RT
3662,SherryPCMO,SherryPCMO,Original
998,SherryTiff,wokeluisa,RT
1447,Shhhnels,Shhhnels,Original
159,Shingleseller,BleedingRedDan,RT
398,ShirkeyBruce,IronStache,RT
1382,ShondaWarren9,RealMattCouch,RT
3794,ShoreBarb,TheMarkPantano,RT
4293,Shotyboy,DrMartyFox,RT
6198,ShriForMI,ShriForMI,Original
1600,ShuggShackel,chuckwoolery,RT
2850,ShyloBundyLaw,elizabethforma,RT
4559,Siadasha,kharyp,RT
5169,SickoftheSwamp1,SiddonsDan,RT
3659,Sidda,CarltonAbner,RT
5629,SiddonsDan,SiddonsDan,Original
6643,SiddonsDan,SiddonsDan,Original
5833,SierraClub,SierraClub,Original
5805,SierraClub,SierraClub,Original
6069,SierraWhiskee,SierraWhiskee,Original
5798,SierraWhiskee,SierraWhiskee,Original
1983,SightseerNW,ChristiChat,RT
419,SilasHodgson,TrumpTheHill,RT
3389,SimplyAdina,ShebaTurk,RT
502,Sirius_Aaron,zachhaller,RT
3262,SkePatt,RyanAFournier,RT
3383,SkinKnee22,elizabethforma,RT
245,SkipBorden,RepSwalwell,RT
2784,SkolIsInSession,elizabethforma,RT
2147,Skrellnik,pattonoswalt,RT
441,SkyGoJackets,AMErikaNGIRLBOT,RT
6463,SlicksTweetz,SlicksTweetz,Original
4945,SlidinDelta,HispanicsTrump,RT
1507,SlipKid1960,SlipKid1960,Original
1113,Sloopyy,CongressmanRaja,RT
2816,Smcscribbler3,Variety,RT
1074,SmilelyLoriLynn,RepAndyBiggsAZ,RT
4213,Snap_Politics,LibertySeeds,RT
5491,Snapbacku,Snapbacku,Original
3644,SnappyBHS,FoxNewsResearch,RT
1017,Snoop0calypse,B75434425,RT
126,SoCallls,MarilynT4,RT
1351,Sob916,Sob916,Original
4881,Soc007,Fuctupmind,RT
2280,SociallySherri,johncardillo,RT
2383,Solly_Gratia,Solly_Gratia,Original
3720,SomeDud58963754,SomeDud58963754,Original
4064,SonOfScotland70,KelemenCari,RT
2318,SongBird4Trump,SierraWhiskee,RT
6016,SonofLiberty357,SonofLiberty357,Original
6645,SonofLiberty357,SonofLiberty357,Original
1580,SonoraLori,JoyAnnReid,RT
276,SoooHooked,B75434425,RT
6822,SoquelCreek,SoquelCreek,Original
5297,SorgGlassArt,elizabethforma,RT
1609,Soul_Sistah,Soul_Sistah,Original
2397,Souldream77,ProudResister,RT
4514,SpaceArtAl,SpaceArtAl,Original
2081,SpaceHoolie,bellvisuals,RT
2681,SparklingPeep,realPolitiDiva,RT
5248,SpartacusRex1,Gr8AmericanMvmt,RT
6305,SpeakerRyan,SpeakerRyan,Original
6742,SpeakerRyan,SpeakerRyan,Original
5765,SpeakerRyan,SpeakerRyan,Original
6459,SpeakerTimJones,SpeakerTimJones,Original
4706,Speedcomesfirst,ChooseToBFree,RT
1088,SpeedyPrius,AMErikaNGIRLBOT,RT
4162,SpeerMark,SierraWhiskee,RT
4808,SpikeAgnew,RichardBSpencer,RT
3637,Spiritm3away,DebtCrisisOrg,RT
4667,SplitElement,realDonaldTrump,RT
82,SpoiledWifey1,RepSwalwell,RT
3485,Sprin_Dragon,ZionistZero,RT
100,StLHandyMan,DrJaneRuby,RT
162,StableGeniusTX,AMErikaNGIRLBOT,RT
2854,StacePooterscoo,JamilSmith,RT
989,StacieA_H,stealthygeek,RT
5777,StacyLStiles,StacyLStiles,Original
2977,StacyOh64,jennyyangtv,RT
5021,Staitti,The_UnSilent_,RT
5649,StandUpAmerica,StandUpAmerica,Original
3,Starbuck603,Starbuck603,Original
6769,StarkForTrump,StarkForTrump,Original
4422,StarvinLarry,TobieMcG,RT
1036,StarvinLarry,RubyRockstar333,RT
4699,StatesRights420,RichardBSpencer,RT
2814,StayngAlive,FoxNews,RT
2225,Stazia_Mirje,Stazia_Mirje,Original
5557,StefanMolyneux,StefanMolyneux,Original
3202,StefanoforTx,StefanoforTx,Original
1097,StephanTokarski,CongressmanRaja,RT
2487,StephenAlley64,Peoples_Pundit,RT
6133,StephenMilIer,StephenMilIer,Original
2958,StephenSSmithx2,Trumperland,RT
632,StephenWarford3,B75434425,RT
2820,StepsToTheBeach,MAGAGwen,RT
4870,Sterlng3,dbongino,RT
4668,Steve2duhO,EdKrassen,RT
6441,SteveAHorn,SteveAHorn,Original
4531,SteveBarnett24,clivebushjd,RT
4534,SteveBotello,alaskantexanQCT,RT
1842,SteveLCampbell3,SteveLCampbell3,Original
6398,SteveScalise,SteveScalise,Original
6400,SteveScalise,SteveScalise,Original
6465,SteveScalise,SteveScalise,Original
446,SteveSebelius,hsanchez128,RT
6350,StevenTDennis,StevenTDennis,Original
440,StickerofftheG2,AMErikaNGIRLBOT,RT
5302,StillUnsocial,PolitiFact,RT
3324,Stillwaters007,MuslimIQ,RT
1291,StlVUFan,MaggieJordanACN,RT
6214,StockMonsterVIP,StockMonsterVIP,Original
6075,StockMonsterVIP,StockMonsterVIP,Original
6109,StockMonsterVIP,StockMonsterVIP,Original
5476,StockMonsterVIP,StockMonsterVIP,Original
681,Stoneule,B75434425,RT
3944,StoshAuf,WhiteHouse,RT
4558,StoshAuf,RealMattCouch,RT
3853,StotlerGerry,TheFive,RT
6435,Streamdotorg,Streamdotorg,Original
199,StreetHowitzer,WhiteHouse,RT
3368,StruanIan,FoxNews,RT
6617,Stump4TrumpPAC,Stump4TrumpPAC,Original
3388,SueCFlorida,JulianAssange,RT
1930,SueHarm,DaShanneStokes,RT
2066,SueJ_UMD,RepZoeLofgren,RT
1417,SueSuebarker12,WhiteHouse,RT
553,SueUnderwood6,AMErikaNGIRLBOT,RT
5091,Sueme39164137,tedlieu,RT
1218,Sugardrop37,B75434425,RT
2885,Sugarpi810,RoseAnnDeMoro,RT
4962,SugoTakayuki,OP_Society,RT
3901,Sukesh99475574,CNN,RT
1750,SukheeSukh7,WhiteHouse,RT
3602,Sully4Truth,LouDobbs,RT
4116,SunbonSmart,patriot101,RT
289,SunbonSmart,Ig_Bricker,RT
5279,SundayGirl727,SoquelCreek,RT
299,Sunnysgrl62,letat_lechat,RT
6803,Sunrise51052,Sunrise51052,Original
6552,SuperAndrea,SuperAndrea,Original
1684,SuperbadLarry,rashadrobinson,RT
2568,SupermanHotMale,RepZoeLofgren,RT
6213,Surabees,Surabees,Original
5761,SusResister,SusResister,Original
4708,SusanABriggs6,AORecovery,RT
5009,SusanGr16576445,DrMartyFox,RT
2965,SusanHu60863084,ASlavitt,RT
1963,SusanHu60863084,SenBlumenthal,RT
1213,SusanIverach,TrumpsBlonde,RT
1341,SusanKHeflin,mcspocky,RT
4149,SusanLM03,The_UnSilent_,RT
4111,SusanLuxemberg,TrumpsTaxes,RT
4384,SusanMcginni,tedlieu,RT
3130,SusanStephsMom,MuslimIQ,RT
6479,SusanStormXO,SusanStormXO,Original
6284,SusanStormXO,SusanStormXO,Original
2671,SusanaRosser,GOP,RT
3828,Susansuecop,The_Trump_Train,RT
4413,SuttonDorene,OfficeOfMike,RT
3992,SuzanneSaragosa,mcspocky,RT
4775,SuzanneinLGB,tedlieu,RT
2900,SuzanneinLGB,frontlinepbs,RT
392,SuzyQ96332374,B75434425,RT
3657,SuzybelleO,IvankaTrump,RT
6181,SwampyTrump,SwampyTrump,Original
3877,Swdres,Swdres,Original
2068,SweetHattrick,nytpolitics,RT
990,SweetP2018,B75434425,RT
570,Sweetielola,SenWarren,RT
3810,Swim4Ever02,nowthisnews,RT
2513,Swim_Harder,RealMattCouch,RT
1270,SydneySuxx,zachhaller,RT
1513,Symonsez13,funder,RT
3683,TAMTHEGEMINEYE,gal_deplorable,RT
3715,TB026787,FoxNews,RT
4767,TBoBrewdog,FoxNews,RT
3025,TCLEV76,charliekirk11,RT
3627,TDoolan005,IronStache,RT
106,TGSD64,wokeluisa,RT
2763,THEJULIANOLAN,goldengateblond,RT
6751,TIMESUPNOW,TIMESUPNOW,Original
4404,TJStevens13,SavingAmerica4U,RT
1730,TKYSK8R,jimmy_dore,RT
3045,TLamp1,tedlieu,RT
4635,TM_GT500,BarstoolNewsN,RT
3690,TNalcoVOLic,OfficeOfMike,RT
4892,TREXRN,SiddonsDan,RT
92,TRPhrophet,PoliticalShort,RT
415,TRUMPISNOW,Microsingular,RT
160,TRUMP_WPA,WhiteHouse,RT
2045,TRUMP_WPA,GeorgiaDirtRoad,RT
123,TRUTH_TWEETERS,Brasilmagic,RT
6137,TT45Pac,TT45Pac,Original
4783,TWDeuley,tedlieu,RT
2690,T_Bone1964,FoxNews,RT
206,TakemetoWV,stealthygeek,RT
3031,TalkToTya,TalkToTya,Original
3370,TammyTinkerbell,perfectsliders,RT
2140,TanGyal,JoyAnnReid,RT
571,TangledTight,funder,RT
2212,TangledTight,bellvisuals,RT
5026,Tara689,RepSwalwell,RT
2942,TaraBradford,TaraBradford,Original
1024,TaraLawlor2,RedWaveRising,RT
2669,Tash_AKA,MichaelAusiello,RT
792,TatsNHeelz,AMErikaNGIRLBOT,RT
1788,TazKHC,funder,RT
5580,TeaPainUSA,TeaPainUSA,Original
4353,TeacherfromPa,ericbolling,RT
5877,TeamPelosi,TeamPelosi,Original
4141,TeapotWillie,clivebushjd,RT
2704,Tecgale,DailyPolls37,RT
4465,TechArtDiva,TechArtDiva,Original
1249,TeckieGirl,JoyAnnReid,RT
5265,TeckieGirl,RonWyden,RT
3437,Tedward3870,BetteMidler,RT
1794,TeeKunOlam,RogueSNRadvisor,RT
2151,Teram323Tere,EdanClay,RT
3567,Teri40974738,funder,RT
5283,TeriClothier,elizabethforma,RT
618,Terisse24,WhiteHouse,RT
4501,TerriGallu,elizabethforma,RT
1491,TerriKincaid,TerriKincaid,Original
1158,TerriThompson2,wokeluisa,RT
2193,TerryDecker1,TeaPainUSA,RT
2395,TerryManuel15,Imperator_Rex3,RT
3660,Tess3761,DanielBRichard,RT
1907,Tess3761,ProudResister,RT
2727,Texanna52,The_UnSilent_,RT
1919,TexasExpatriate,TexasExpatriate,Original
6357,TexasTribune,TexasTribune,Original
1738,Texas_Proud_MP,WhiteHouse,RT
1612,Texgalleslie,WhiteHouse,RT
2171,TezNyc,TezNyc,Original
2408,Thad8920,WhiteHouse,RT
2852,TharpforTrump,SecretaryRoss,RT
5253,TharpforTrump,TharpforTrump,Original
5704,TheAPJournalist,TheAPJournalist,Original
2388,TheAnchovyLover,TheAnchovyLover,Original
3762,TheBeertree,glennbeck,RT
612,TheBigDawggg,AMErikaNGIRLBOT,RT
3648,TheBigRuss77,GartrellLinda,RT
3408,TheBlueAngel87,RepBarbaraLee,RT
6258,TheBoxThatRoxx,TheBoxThatRoxx,Original
5194,TheBuzzFactoree,TheBuzzFactoree,Original
3055,TheCatPatterson,KaivanShroff,RT
1527,TheCommanderAJ,TheCommanderAJ,Original
6637,TheDailyEdge,TheDailyEdge,Original
5660,TheDailyEdge,TheDailyEdge,Original
6264,TheDailyEdge,TheDailyEdge,Original
6575,TheDailyEdge,TheDailyEdge,Original
2279,TheDailyLeft,TheDailyLeft,Original
5709,TheDailyShow,TheDailyShow,Original
5553,TheDailyShow,TheDailyShow,Original
6791,TheDailyShow,TheDailyShow,Original
5641,TheDailyShow,TheDailyShow,Original
6443,TheDailyShow,TheDailyShow,Original
6122,TheDailyShow,TheDailyShow,Original
6417,TheDemocrats,TheDemocrats,Original
5556,TheDemocrats,TheDemocrats,Original
6726,TheDisrespectre,TheDisrespectre,Original
6755,TheEveryReport,TheEveryReport,Original
6466,TheFive,TheFive,Original
1224,TheGardenHoOR,mcspocky,RT
4318,TheHalliCJShow,TheHalliCJShow,Original
55,TheHelenChapel,JanettheIntern,RT
4921,TheHumanEar,kenvogel,RT
6334,TheHwCon,TheHwCon,Original
4133,TheJoshHarmon,FoxNews,RT
947,TheKatWill,mitchellreports,RT
4564,TheKathyFuhs,BleedingRedDan,RT
5235,TheKidSkoob,Genius,RT
4174,TheLazyGecko,TheLazyGecko,Original
5875,TheLostJoJo,TheLostJoJo,Original
6432,TheLoyalO,TheLoyalO,Original
6451,TheMarkPantano,TheMarkPantano,Original
1023,TheMartiScott,wokeluisa,RT
3553,TheMochnacz,cnnbrk,RT
1499,TheModerateMan,TheModerateMan,Original
6319,TheMrJayBrown,TheMrJayBrown,Original
6788,TheOnion,TheOnion,Original
1138,TheOracle13,SenGillibrand,RT
6609,ThePatriot143,ThePatriot143,Original
4947,ThePeanutFiends,strait328,RT
5784,ThePerfectFoods,ThePerfectFoods,Original
6757,ThePresObama,ThePresObama,Original
4845,TheRaiderRandy,KatTheHammer1,RT
5879,TheRealDratch,TheRealDratch,Original
3098,TheRealGleaner,Surabees,RT
3520,TheRealMaddog58,TheRealMaddog58,Original
3889,TheRealWillLich,RyanAFournier,RT
1914,TheRevAl,TheRevAl,Original
5711,TheRevAl,TheRevAl,Original
5743,TheRevAl,TheRevAl,Original
5825,TheRickyDavila,TheRickyDavila,Original
2976,TheRoot,TheRoot,Original
6043,TheRoot,TheRoot,Original
5794,TheRoot,TheRoot,Original
5448,TheRoyalPosts,TheRoyalPosts,Original
5933,TheRundownBET,TheRundownBET,Original
6366,TheRundownBET,TheRundownBET,Original
348,TheShiftyShadow,BWDR,RT
4215,TheSoulCab,tedlieu,RT
1711,TheStalwart,TheStalwart,Original
5501,TheSteveTheCat,TheSteveTheCat,Original
4603,TheTenorBrooks,GrrrGraphics,RT
5045,TheTrumpCard45,TheTrumpCard45,Original
6030,TheTrumpLady,TheTrumpLady,Original
3218,TheTruthJackson,TheTruthJackson,Original
6708,TheTweetwit,TheTweetwit,Original
2559,TheWayOfMatt,FoxNews,RT
5939,TheWheatWalker,TheWheatWalker,Original
339,TheWubster,TheWubster,Original
3346,TheZullinator,TheZullinator,Original
5119,The_Carr_Show,builditnow,RT
786,The_DNELSON,B75434425,RT
6772,The_Trump_Train,The_Trump_Train,Original
6077,The_Trump_Train,The_Trump_Train,Original
5994,The_Trump_Train,The_Trump_Train,Original
5754,The_Trump_Train,The_Trump_Train,Original
5758,The_Trump_Train,The_Trump_Train,Original
6680,The_UnSilent_,The_UnSilent_,Original
6071,The_UnSilent_,The_UnSilent_,Original
3221,The_UnSilent_,The_UnSilent_,RT
6021,The_UnSilent_,The_UnSilent_,Original
6561,The_UnSilent_,The_UnSilent_,Original
5633,The_UnSilent_,The_UnSilent_,Original
5975,The_UnSilent_,The_UnSilent_,Original
1821,Thebullypit,jdice03,RT
1175,Thegoodhopechar,55true4u,RT
5285,ThereseD1012,RonWyden,RT
4895,ThereseOSulliv2,lolo_kearn,RT
474,Theslowforward8,Theslowforward8,Original
2230,ThinkReason1,KatTheHammer1,RT
4125,ThinkerBull,WhiteHouse,RT
3703,ThinkingYid,OfficeOfMike,RT
6078,Thomas1774Paine,Thomas1774Paine,Original
5292,Thomaswooden10,Thomaswooden10,Original
404,ThorneColleen,ThorneColleen,Original
5330,ThorneColleen,ThorneColleen,Original
1207,ThornlessRose3,ThornlessRose3,Original
2187,Thuphuong08,sandyherr2,RT
2335,Thurgood76,silly_emily3,RT
3723,TigerLady100,RyanAFournier,RT
2506,Tigerfists88,NBCNews,RT
3061,Tigerlili99,Tigerlili99,Original
4393,TillyTills1433,clivebushjd,RT
2295,TiltMyBrain,StefanMolyneux,RT
2945,Tim32244831,wattsjim,RT
1665,TimJohn91576417,TomiLahren,RT
966,TimMetz6,AMErikaNGIRLBOT,RT
6064,TimRunsHisMouth,TimRunsHisMouth,Original
849,Tim_Price_71,Jillibean557,RT
2245,Timmy2Joints,SenMarkey,RT
3148,Timnew1,ColMorrisDavis,RT
2344,TinaBinas,Hoosiers1986,RT
3758,TinaMorphis,RepBarbaraLee,RT
1679,TinaRalls1,UNITEDWEDREAM,RT
804,TinaWieczorek1,WhiteHouse,RT
3547,Tired2Iam,PattyMurray,RT
2527,TirzahYerusalem,TirzahYerusalem,Original
2089,Tischindelray,DeplorableVet_,RT
4288,TisforTiana,The_UnSilent_,RT
4802,Titan05376960,KelemenCari,RT
5252,TmXShoTzzz,TmXShoTzzz,Original
5025,Tnydncr7,tedlieu,RT
6773,ToDropADime2,ToDropADime2,Original
5686,ToDropADime2,ToDropADime2,Original
6660,TobieMcG,TobieMcG,Original
4720,TobyObon,The_UnSilent_,RT
6401,TobyonTV,TobyonTV,Original
222,ToddDomke,1Jedi_Rey,RT
5275,TodoenpcVE,sxbegle,RT
4910,Toes44,ericbolling,RT
5237,Tokerwaredotcom,Tokerwaredotcom,RT
6577,Tokerwaredotcom,Tokerwaredotcom,Original
4995,TomAlb88,tedlieu,RT
2058,TomDannunzio,WhiteHouse,RT
5487,TomFitton,TomFitton,Original
6329,TomPerez,TomPerez,Original
3091,Tombenson1,Tombenson1,Original
3137,TomeyCharles,Trumperland,RT
6295,TomiLahren,TomiLahren,Original
5618,TomiLahren,TomiLahren,Original
6123,TomiLahren,TomiLahren,Original
5795,TomiLahren,TomiLahren,Original
5562,TomiLahren,TomiLahren,Original
6736,TomiLahren,TomiLahren,Original
6666,Tomleegun,Tomleegun,Original
5274,Tomo_krejacic,IvankaTrump,RT
2766,ToniC8,tedlieu,RT
1931,ToniHilton7,ToniHilton7,Original
6741,ToniHilton7,ToniHilton7,Original
883,TonyMcDermottt,justicedems,RT
4254,Tonya_Smith1021,nzo11,RT
4546,Tonymar15755720,RealMattCouch,RT
4012,ToplessTopics,davidcicilline,RT
4911,TopperSouth,MEL2AUSA,RT
2200,ToriDukes,WhiteHouse,RT
2909,Torpedo2U,WhiteHouse,RT
2170,TovarRasputin,TeaPainUSA,RT
604,ToyzanDina,RepSwalwell,RT
4100,TozyTerry,kwilli1046,RT
429,TraceyBagley2,FoxBusiness,RT
4099,TraceyBagley2,FoxNews,RT
831,TraciMorrison3,DTrumpPoll,RT
268,Tracie82130941,WhiteHouse,RT
2111,Trackerinblue,NBCNews,RT
3275,Tracy69045405,bevhallberg,RT
56,TracyKatz8,RepSwalwell,RT
636,TracyTlm45,B75434425,RT
1705,Trader_510,Trader_510,Original
5046,TragedyAng,tedlieu,RT
6155,TrainDems,TrainDems,Original
6629,TransportTopics,TransportTopics,Original
4035,TrashFilmGuru,PorkinsPolicy,RT
3916,Travietlc,charliekirk11,RT
1717,Treasure4life08,TheRevAl,RT
5112,TresaSmart,The_UnSilent_,RT
117,TrevorBatwing,TrevorBatwing,Original
3166,TrevorR22411194,The_Trump_Train,RT
2975,Trevor_Gowan,Trevor_Gowan,Original
6076,Trey_VonDinkis,Trey_VonDinkis,Original
6053,Trey_VonDinkis,Trey_VonDinkis,Original
6778,Trey_VonDinkis,Trey_VonDinkis,Original
5714,Trey_VonDinkis,Trey_VonDinkis,Original
4255,TriciaHastings3,tedlieu,RT
1890,TriciaJJones,preinsko,RT
2012,TripawDaisy,ICEgov,RT
813,TrishRowley1,ChrisJZullo,RT
6261,TrishaDishes,TrishaDishes,Original
5782,TrishaDishes,TrishaDishes,Original
4431,Trisha_4leaf,KillerKellyReno,RT
5014,Troll60056026,S_Cooper0404,RT
2838,Tropicando,NancyPelosi,RT
4842,Truactive,funder,RT
1929,Truman_Town,AshleyBC137,RT
555,Truman_Town,RoseAnnDeMoro,RT
2822,Trump45Michael,GartrellLinda,RT
5449,TrumpArmyDawn,TrumpArmyDawn,Original
2435,TrumpBday,TrumpBday,Original
6554,TrumpBrat,TrumpBrat,Original
1613,TrumpCard555,TrumpCard555,Original
5201,TrumpConvert,Trumperland,RT
1900,TrumpGirlStrong,WhiteHouse,RT
2919,TrumpIsMyPrez45,Trumpfan1995,RT
3481,TrumpMovement2,TrumpMovement2,Original
2222,TrumpReportABTV,TrumpReportABTV,Original
5869,TrumpTheFelon,TrumpTheFelon,Original
5345,TrumpTheHill,TrumpTheHill,Original
2301,TrumpTrumpsAll,Hoosiers1986,RT
4158,TrumpWinner1,alaskantexanQCT,RT
6153,Trumperland,Trumperland,Original
6731,Trumperland,Trumperland,Original
6229,Trumperland,Trumperland,Original
5295,TrumpersRMorons,tedlieu,RT
6079,Trumpfan1995,Trumpfan1995,Original
5976,Trumpfan1995,Trumpfan1995,Original
4098,Trumpmeifucan,Trumpmeifucan,Original
5461,TrumpsBlonde,TrumpsBlonde,Original
5396,TrumpsBlonde,TrumpsBlonde,Original
6252,TrumpsDC,TrumpsDC,Original
6162,TrumpsDC,TrumpsDC,Original
4480,TrumpsTaxes,TrumpsTaxes,Original
6571,TrumpsTaxes,TrumpsTaxes,Original
6636,Trumptweets2020,Trumptweets2020,Original
2849,TruthHonourand,SBALinda,RT
3841,TruthSe33329977,Gr8AmericanMvmt,RT
144,TruthSe444,TruthSe444,Original
2195,TruthSoldierz,JoeTalkShow,RT
6203,TruthinGov2016,TruthinGov2016,Original
6756,Truthseeker126,Truthseeker126,Original
2104,Tubby071,funder,RT
6688,TuckerCarlson,TuckerCarlson,Original
1974,TunnelRatRanger,REALtrumpbureau,RT
3712,Turfline,FoxNews,RT
4633,Turkenders,KelemenCari,RT
1194,TurnbullDJTX,AMErikaNGIRLBOT,RT
3641,Tvanderbroek,GartrellLinda,RT
5988,TwitterGov,TwitterGov,Original
6408,TwitterMoments,TwitterMoments,Original
3467,TylerCLivermore,FoxNews,RT
2960,TylerChuck3,TrainDems,RT
2508,TylerChuck3,TylerChuck3,Original
1286,TylerJohnMalone,AC360,RT
2179,TyroneWalden,omgdadno,RT
4233,Tyroneo0318,eugenegu,RT
191,UAfoxtrot,joshgremillion,RT
861,UFOMaggie2,AMErikaNGIRLBOT,RT
1248,ULCMLGBTI,WhipHoyer,RT
2387,UNBORNness,girl4_trump,RT
5725,UNITEDWEDREAM,UNITEDWEDREAM,Original
5886,UNTnews,UNTnews,Original
6174,UPROXXNews,UPROXXNews,Original
